,movie_id,genres,popularity,vote_average,vote_count,title,cast,crew,overview,keywords
849,3580,"['Crime', 'Drama', 'Mystery']",27.50916,7.3,1131,Changeling,"['AngelinaJolie', 'JeffreyDonovan', 'JohnMalkovich', 'GeoffPierson', 'AmyRyan']",['ClintEastwood'],"['Christine', 'Collins', 'is', 'overjoyed', 'when', 'her', 'kidnapped', 'son', 'is', 'brought', 'back', 'home.', 'But', 'when', 'Christine', 'suspects', 'that', 'the', 'boy', 'returned', 'to', 'her', ""isn't"", 'her', 'child,', 'the', 'police', 'captain', 'has', 'her', 'committed', 'to', 'an', 'asylum.']","['corruption', 'mother', 'nudity', 'minister', 'power', 'public', 'government', 'police', 'reunion', 'murder', 'conspiracy', 'losangeles', 'missing', 'motherlove', 'criticism']"
850,12123,"['Action', 'Drama', 'ScienceFiction', 'Thriller']",20.58862,5.3,284,Chain Reaction,"['KeanuReeves', 'MorganFreeman', 'RachelWeisz', 'FredWard', 'KevinDunn']",['AndrewDavis'],"['Two', 'researchers', 'in', 'a', 'green', 'alternative', 'energy', 'project', 'are', 'put', 'on', 'the', 'run', 'when', 'they', 'are', 'framed', 'for', 'murder', 'and', 'treason.']","['fbi', 'hydrogenbomb', 'secretlab', 'energysupply', 'conspiracy', 'aftercreditsstinger']"
851,9566,"['Drama', 'Mystery', 'Thriller']",4.366488,5.7,194,The Fan,"['RobertDeNiro', 'WesleySnipes', 'EllenBarkin', 'JohnLeguizamo', 'BeniciodelToro']",['TonyScott'],"['When', 'the', 'San', 'Francisco', 'Giants', 'pay', 'centerfielder', 'Bobby', 'Rayburn', '$40', 'million', 'to', 'lead', 'their', 'team', 'to', 'the', 'World', 'Series,', 'no', 'one', 'is', 'happier', 'or', 'more', 'supportive', 'than', '#1', 'fan', 'Gil', 'Renard.', 'So', 'when', 'Rayburn', 'becomes', 'mired', 'in', 'the', 'worst', 'slump', 'of', 'his', 'career,', 'the', 'obsessed', 'Renard', 'decides', 'to', 'stop', 'at', 'nothing', 'to', 'help', 'his', 'idol', 'regain', 'his', 'former', 'glory...', 'not', 'even', 'murder.']","['sport', 'luck', 'sanfranciscogiants', 'childcustody', 'baseballpitcher', 'baseballfan', 'psychoticfan', 'sportsagent', 'drivingrange', 'steamroom']"
852,9833,"['Thriller', 'Drama', 'Romance']",18.927463,7.0,438,The Phantom of the Opera,"['GerardButler', 'EmmyRossum', 'PatrickWilson', 'MirandaRichardson', 'MinnieDriver']",['JoelSchumacher'],"['Deformed', 'since', 'birth,', 'a', 'bitter', 'man', 'known', 'only', 'as', 'the', 'Phantom', 'lives', 'in', 'the', 'sewers', 'underneath', 'the', 'Paris', 'Opera', 'House.', 'He', 'falls', 'in', 'love', 'with', 'the', 'obscure', 'chorus', 'singer', 'Christine,', 'and', 'privately', 'tutors', 'her', 'while', 'terrorizing', 'the', 'rest', 'of', 'the', 'opera', 'house', 'and', 'demanding', 'Christine', 'be', 'given', 'lead', 'roles.', 'Things', 'get', 'worse', 'when', 'Christine', 'meets', 'back', 'up', 'with', 'her', 'childhood', 'acquaintance', 'Raoul', 'and', 'the', 'two', 'fall', 'in', 'love']","['dancing', 'obsession', 'auction', 'wheelchair', 'rose', 'productplacement', 'musical', 'remake', 'tragicvillain', 'blackandwhite', 'rooftop', 'heroine', 'disfiguredface', 'basedonstagemusical', 'theater', 'disfigurementmask', 'breakingmirror', 'operasinger', '1910s']"
853,4517,"['Drama', 'History', 'Romance']",15.274137,6.6,303,Elizabeth: The Golden Age,"['CateBlanchett', 'CliveOwen', 'GeoffreyRush', 'LaurenceFox', 'TomHollander']",['ShekharKapur'],"['When', 'Queen', ""Elizabeth's"", 'reign', 'is', 'threatened', 'by', 'ruthless', 'familial', 'betrayal', 'and', ""Spain's"", 'invading', 'army,', 'she', 'and', 'her', 'shrewd', 'adviser', 'must', 'act', 'to', 'safeguard', 'to', 'the', 'lives', 'of', 'her', 'people.']","['england', 'assassination', 'spain', 'virgin', 'colony', 'governance', 'queenelizabethi', 'religiouswar', 'tudors', 'execution', 'middleages', 'catholicism', 'seabattle', 'palaceintrigue']"
854,8202,"['Action', 'ScienceFiction']",29.954302,5.4,703,Æon Flux,"['CharlizeTheron', 'MartonCsokas', 'JonnyLeeMiller', 'SophieOkonedo', 'FrancesMcDormand']",['KarynKusama'],"['400', 'years', 'into', 'the', 'future,', 'disease', 'has', 'wiped', 'out', 'the', 'majority', 'of', 'the', ""world's"", 'population,', 'except', 'one', 'walled', 'city,', 'Bregna,', 'ruled', 'by', 'a', 'congress', 'of', 'scientists.', 'When', 'Æon', 'Flux,', 'the', 'top', 'operative', 'in', 'the', 'underground', ""'Monican'"", 'rebellion,', 'is', 'sent', 'on', 'a', 'mission', 'to', 'kill', 'a', 'government', 'leader,', 'she', 'uncovers', 'a', 'world', 'of', 'secrets.']","['martialarts', 'dystopia', 'surrealism', 'basedoncartoon', 'shootout', 'espionage', 'infertility', 'cyberpunk', 'extremeviolence', 'sabotage', 'oneagainstmany', 'womandirector', 'handtohandcombat', 'actionheroine', 'humancloning', '25thcentury']"
855,16072,"['Drama', 'History', 'War']",4.362535,6.1,48,Gods and Generals,"['StephenLang', 'JeffDaniels', 'RobertDuvall', 'KevinConway', 'C.ThomasHowell']",['RonaldF.Maxwell'],"['The', 'film', 'centers', 'mostly', 'around', 'the', 'personal', 'and', 'professional', 'life', 'of', 'Thomas', '""Stonewall""', 'Jackson,', 'a', 'brilliant', 'if', 'eccentric', 'Confederate', 'general,', 'from', 'the', 'outbreak', 'of', 'the', 'American', 'Civil', 'War', 'until', 'its', 'halfway', 'point', 'when', 'Jackson', 'is', 'killed', 'accidentally', 'by', 'his', 'own', 'soldiers', 'in', 'May', '1863', 'during', 'his', 'greatest', 'victory.']","['war', 'battle', 'unionsoldier', 'confederatesoldier', 'americancivilwar', 'secession']"
856,34314,"['Action', 'Thriller', 'Crime']",4.700024,5.2,62,Turbulence,"['RayLiotta', 'LaurenHolly', 'BrendanGleeson', 'HéctorElizondo', 'RachelTicotin']",['RobertButler'],"['On', 'a', 'flight', 'transporting', 'dangerous', 'convicts,', 'murderer', 'Ryan', 'Weaver', 'manages', 'to', 'break', 'free', 'and', 'cause', 'complete', 'chaos', 'throughout', 'the', 'plane.', 'As', 'various', 'people', 'on', 'board', 'fall', 'victim', 'to', 'Weaver,', 'it', 'is', 'ultimately', 'down', 'to', 'flight', 'attendant', 'Teri', 'Halloran', 'to', 'keep', 'the', 'aircraft', 'from', 'crashing,', 'with', 'on-ground', 'support', 'from', 'an', 'air', 'traffic', 'controller.', 'While', 'Halloran', 'struggles', 'to', 'pilot', 'the', 'plane,', 'Weaver', 'continues', 'to', 'terrorize', 'the', 'surviving', 'members', 'of', 'the', 'crew.']","['stewardess', 'airplane', 'shootout', 'airmarshal', 'christmas', 'turbulence']"
857,19724,['Comedy'],12.340384,5.7,134,Imagine That,"['EddieMurphy', 'ThomasHadenChurch', 'YaraShahidi', 'RonnyCox', 'StephenRannazzisi']",['KareyKirkpatrick'],"['A', 'financial', 'executive', 'who', ""can't"", 'stop', 'his', 'career', 'downspiral', 'is', 'invited', 'into', 'his', ""daughter's"", 'imaginary', 'world,', 'where', 'solutions', 'to', 'his', 'problems', 'await.']",[]
858,145220,"['Comedy', 'Adventure', 'Crime', 'Family']",14.808304,6.2,316,Muppets Most Wanted,"['RickyGervais', 'TyBurrell', 'TinaFey', 'SteveWhitmire', 'EricJacobson']",['JamesBobin'],"['While', 'on', 'a', 'grand', 'world', 'tour,', 'The', 'Muppets', 'find', 'themselves', 'wrapped', 'into', 'an', 'European', 'jewel-heist', 'caper', 'headed', 'by', 'a', 'Kermit', 'the', 'Frog', 'look-alike', 'and', 'his', 'dastardly', 'sidekick.']","['musical', 'themuppets']"
859,14623,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'ScienceFiction']",9.27875,4.2,91,Thunderbirds,"['BradyCorbet', 'SorenFulton', 'DeboraWeston', 'LouHirsch', 'AlexBarringer']",['JonathanFrakes'],"['Dangerous', 'missions', 'are', 'the', 'bread', 'and', 'butter', 'of', 'the', 'Thunderbirds,', 'a', 'high-tech', 'secret', 'force', 'employed', 'by', 'the', 'government.', 'Led', 'by', 'Jeff', 'Tracy', '(Bill', 'Paxton),', 'the', 'Thunderbirds', 'are', 'at', 'the', 'top', 'of', 'their', 'game,', 'but', 'their', 'nemesis,', 'The', 'Hood', '(Ben', 'Kingsley),', 'has', 'landed', 'on', 'their', 'island', 'and', 'is', 'attempting', 'a', 'coup', 'by', 'using', 'the', ""team's"", 'rescue', 'vehicles.', ""He'll"", 'soon', 'discover', 'that', 'the', 'Thunderbirds', ""won't"", 'go', 'down.']","['secretorganization', 'basedontvseries', 'goldengatebridge', 'locker', 'oilrig\xa0', 'teenagehero', 'soakedclothes', 'thunderbirds']"
860,42297,"['Drama', 'Romance']",22.863516,6.9,573,Burlesque,"['Cher', 'ChristinaAguilera', 'EricDane', 'CamGigandet', 'JulianneHough']",['SteveAntin'],"['The', 'Burlesque', 'Lounge', 'has', 'its', 'best', 'days', 'behind', 'it.', 'Tess,', 'a', 'retired', 'dancer', 'and', 'owner', 'of', 'the', 'venue,', 'struggles', 'to', 'keep', 'the', 'aging', 'theater', 'alive,', 'facing', 'all', 'kinds', 'of', 'financial', 'and', 'artistic', 'challenges.', 'With', 'the', ""Lounge's"", 'troupe', 'members', 'becoming', 'increasingly', 'distracted', 'by', 'personal', 'problems', 'and', 'a', 'threat', 'coming', 'from', 'a', 'wealthy', ""businessman's"", 'quest', 'to', 'buy', 'the', 'spot', 'from', 'Tess,', 'the', 'good', 'fortune', 'seems', 'to', 'have', 'abandoned', 'the', 'club', 'altogether.', 'Meanwhile,', 'the', 'life', 'of', 'Ali,', 'a', 'small-town', 'girl', 'from', 'Iowa,', 'is', 'about', 'to', 'change', 'dramatically.', 'Hired', 'by', 'Tess', 'as', 'a', 'waitress', 'at', 'the', 'Lounge,', 'Ali', 'escapes', 'a', 'hollow', 'past', 'and', 'quickly', 'falls', 'in', 'love', 'with', 'the', 'art', 'of', 'burlesque.', 'Backed', 'by', 'newfound', 'friends', 'amongst', 'the', ""theater's"", 'crew,', 'she', 'manages', 'to', 'fulfill', 'her', 'dreams', 'of', 'being', 'on', 'stage', 'herself.', 'Things', 'take', 'a', 'dramatic', 'turn', 'though', 'when', ""Ali's"", 'big', 'voice', 'makes', 'her', 'become', 'the', 'main', 'attraction', 'of', 'the', 'revue']","['musical', 'losangeles', 'burlesque', 'burlesquedancer']"
861,2841,['Drama'],23.05451,7.1,346,A Very Long Engagement,"['AudreyTautou', 'GaspardUlliel', 'DominiquePinon', 'ChantalNeuwirth', 'AndréDussollier']",['Jean-PierreJeunet'],"['In', '1919,', 'Mathilde', 'was', '19', 'years', 'old.', 'Two', 'years', 'earlier,', 'her', 'fiancé', 'Manech', 'left', 'for', 'the', 'front', 'at', 'the', 'Somme.', 'Like', 'millions', 'of', 'others', 'he', 'was', '""killed', 'on', 'the', 'field', 'of', 'battle.""', ""It's"", 'written', 'in', 'black', 'and', 'white', 'on', 'the', 'official', 'notice.', 'But', 'Mathilde', 'refuses', 'to', 'believe', 'it.', 'If', 'Manech', 'had', 'died,', 'she', 'would', 'know.', 'She', 'hangs', 'on', 'to', 'her', 'intuition', 'as', 'tightly', 'as', 'she', 'would', 'onto', 'the', 'last', 'thread', 'of', 'hope', 'linking', 'her', 'to', 'her', 'lover.', 'A', 'former', 'sergeant', 'tells', 'her', 'in', 'vain', 'that', 'Manech', 'died', 'in', 'the', 'no', ""man's"", 'land', 'of', 'a', 'trench', 'named', 'Bingo', 'Crepescule,', 'in', 'the', 'company', 'of', 'four', 'other', 'men', 'condemned', 'to', 'die', 'for', 'self-inflicted', 'wounds.', 'Her', 'path', 'ahead', 'is', 'full', 'of', 'obstacles', 'but', 'Mathilde', 'is', 'not', 'frightened.', 'Anything', 'is', 'possible', 'to', 'someone', 'who', 'is', 'willing', 'to', 'challenge', 'fate...']","['paris', 'prostitute', 'lossoflover', 'amnesia', 'bodilydisabledperson', 'worldwari', 'wheelchair', 'brittany', 'lighthouse', 'verdun', 'lighthousekeeper', 'teenagecrush', 'disappearance', 'soldier', 'illegalprostitution', 'privatedetective', 'missingperson', 'polio', 'trenches']"
862,802,"['Drama', 'Romance']",23.962109,7.3,395,Lolita,"['JamesMason', 'SueLyon', 'ShelleyWinters', 'PeterSellers', 'LoisMaxwell']",['StanleyKubrick'],"['Humbert', 'Humbert', 'is', 'a', 'middle-aged', 'British', 'novelist', 'who', 'is', 'both', 'appalled', 'by', 'and', 'attracted', 'to', 'the', 'vulgarity', 'of', 'American', 'culture.', 'When', 'he', 'comes', 'to', 'stay', 'at', 'the', 'boarding', 'house', 'run', 'by', 'Charlotte', 'Haze,', 'he', 'soon', 'becomes', 'obsessed', 'with', 'Lolita,', 'the', ""woman's"", 'teenaged', 'daughter.']","['sexualobsession', 'hotel', 'depression', 'lossofmother', 'smalltown', 'flirt', 'midlifecrisis', 'eroticism', 'youngster', 'lolita', 'motel', 'diary', 'seduction', 'forbiddenlove', 'professorforliterature', 'provocation', 'fascination', 'one-sidedlove', 'widow', 'adoptivefather', 'lossofhusband', 'summercamp', 'secretlove']"
863,10375,"['Action', 'Thriller']",12.669778,5.3,123,D-Tox,"['SylvesterStallone', 'CourtneyB.Vance', 'TomBerenger', 'CharlesS.Dutton', 'JeffreyWright']",['JimGillespie'],"['A', 'disgraced', 'FBI', 'agent', 'with', 'a', 'drinking', 'problem', 'joins', 'nine', 'other', 'troubled', 'law', 'enforcement', 'officers', 'at', 'an', 'isolated', 'detox', 'clinic', 'in', 'the', 'wilds', 'of', 'Wyoming.', 'But', 'the', 'therapeutic', 'sanctuary', 'becomes', 'a', 'nightmarish', 'hellhole', 'when', 'a', 'major', 'snowstorm', 'cuts', 'off', 'the', 'clinic', 'from', 'the', 'outside', 'world', 'and', 'enables', 'a', 'killer', 'on', 'the', 'inside', 'to', 'get', 'busy.']","['alcoholism', 'serialkiller', 'hospital', 'policeofficer', 'detox']"
864,36586,"['Fantasy', 'Horror', 'Action', 'Thriller']",67.169587,6.2,1528,Blade II,"['WesleySnipes', 'KrisKristofferson', 'RonPerlman', 'LeonorVarela', 'NormanReedus']",['GuillermodelToro'],"['A', 'rare', 'mutation', 'has', 'occurred', 'within', 'the', 'vampire', 'community', '-', 'The', 'Reaper.', 'A', 'vampire', 'so', 'consumed', 'with', 'an', 'insatiable', 'bloodlust', 'that', 'they', 'prey', 'on', 'vampires', 'as', 'well', 'as', 'humans,', 'transforming', 'victims', 'who', 'are', 'unlucky', 'enough', 'to', 'survive', 'into', 'Reapers', 'themselves.', 'Blade', 'is', 'asked', 'by', 'the', 'Vampire', 'Nation', 'for', 'his', 'help', 'in', 'preventing', 'a', 'nightmare', 'plague', 'that', 'would', 'wipe', 'out', 'both', 'humans', 'and', 'vampires.']","['katana', 'mutation', 'vampire', 'silver', 'superhero', 'tragicvillain', 'brokenneck', 'lasersight', 'violence', 'explodingbody', 'blade', 'subjectivecamera', 'torsocutinhalf', 'reaper', 'brokenwrist', 'razorblade', 'shotthroughadoor', 'swordduel', 'burntface']"
865,11321,['Drama'],41.472404,7.5,2039,Seven Pounds,"['WillSmith', 'RosarioDawson', 'SarahJaneMorris', 'WoodyHarrelson', 'MichaelEaly']",['GabrieleMuccino'],"['An', 'IRS', 'agent', 'with', 'a', 'fateful', 'secret', 'embarks', 'on', 'an', 'extraordinary', 'journey', 'of', 'redemption', 'by', 'forever', 'changing', 'the', 'lives', 'of', 'seven', 'strangers.']","['vegetarian', 'taxcollector', 'pianist', 'blind', 'organtransplant', 'bloodtype']"
866,70074,"['Action', 'Crime', 'Thriller']",22.503935,5.2,481,Bullet to the Head,"['SylvesterStallone', 'SungKang', 'SarahShahi', 'AdewaleAkinnuoye-Agbaje', 'JasonMomoa']",['WalterHill'],"['After', 'watching', 'their', 'respective', 'partners', 'die,', 'a', 'cop', 'and', 'a', 'hitman', 'form', 'an', 'alliance', 'in', 'order', 'to', 'bring', 'down', 'their', 'common', 'enemy.']",[]
867,242,"['Crime', 'Drama', 'Thriller']",59.194915,7.1,1546,The Godfather: Part III,"['AlPacino', 'DianeKeaton', 'AndyGarcía', 'TaliaShire', 'SofiaCoppola']",['FrancisFordCoppola'],"['In', 'the', 'midst', 'of', 'trying', 'to', 'legitimize', 'his', 'business', 'dealings', 'in', '1979', 'New', 'York', 'and', 'Italy,', 'aging', 'mafia', 'don,', 'Michael', 'Corleone', 'seeks', 'forgiveness', 'for', 'his', 'sins', 'while', 'taking', 'a', 'young', 'protege', 'under', 'his', 'wing.']","['italy', 'christianity', 'newyork', 'assassination', 'italo-american', 'vatican', 'pope', 'confession', 'helicopter', 'daughter', 'lawyer']"
868,9621,"['Comedy', 'Drama', 'Romance']",22.894898,6.1,327,Elizabethtown,"['OrlandoBloom', 'KirstenDunst', 'SusanSarandon', 'AlecBaldwin', 'BruceMcGill']",['CameronCrowe'],"['Drew', 'Baylor', 'is', 'fired', 'after', 'causing', 'his', 'shoe', 'company', 'to', 'lose', 'hundreds', 'of', 'millions', 'of', 'dollars.', 'To', 'make', 'matters', 'worse,', ""he's"", 'also', 'dumped', 'by', 'his', 'girlfriend.', 'On', 'the', 'verge', 'of', 'ending', 'it', 'all,', 'Drew', 'gets', 'a', 'new', 'lease', 'on', 'life', 'when', 'he', 'returns', 'to', 'his', ""family's"", 'small', 'Kentucky', 'hometown', 'after', 'his', 'father', 'dies.', 'Along', 'the', 'way,', 'he', 'meets', 'a', 'flight', 'attendant', 'with', 'whom', 'he', 'falls', 'in', 'love.']","['suicide', 'hotelroom', 'suicideattempt', 'newlove', 'funeral', 'airplane', 'lovers', 'fallinginlove']"
869,1819,"['Comedy', 'Romance']",18.600367,5.4,407,"You, Me and Dupree","['KateHudson', 'OwenWilson', 'MattDillon', 'MichaelDouglas', 'SethRogen']",['AnthonyRusso'],"['After', 'standing', 'in', 'as', 'best', 'man', 'for', 'his', 'longtime', 'friend', 'Carl', 'Petersen,', 'Randy', 'Dupree', 'loses', 'his', 'job,', 'becomes', 'a', 'barfly', 'and', 'attaches', 'himself', 'to', 'the', 'newlywed', 'couple', 'almost', 'permanently', '--', 'as', 'their', 'houseguest.', 'But', 'the', 'longer', 'Dupree', 'camps', 'out', 'on', 'their', 'couch,', 'the', 'closer', 'he', 'gets', 'to', ""Carl's"", 'bride,', 'Molly,', 'leaving', 'the', 'frustrated', 'groom', 'wondering', 'when', 'his', 'pal', 'will', 'be', 'moving', 'out.']","['roommate', ""loveofone'slife"", 'newlywed']"
870,8536,"['Action', 'Adventure', 'Fantasy', 'ScienceFiction']",30.515175,6.5,629,Superman II,"['GeneHackman', 'ChristopherReeve', 'NedBeatty', 'JackieCooper', 'SarahDouglas']",['RichardLester'],"['Three', 'escaped', 'criminals', 'from', 'the', 'planet', 'Krypton', 'test', 'the', 'Man', 'of', ""Steel's"", 'mettle.', 'Led', 'by', 'Gen.', 'Zod,', 'the', 'Kryptonians', 'take', 'control', 'of', 'the', 'White', 'House', 'and', 'partner', 'with', 'Lex', 'Luthor', 'to', 'destroy', 'Superman', 'and', 'rule', 'the', 'world.', 'But', 'Superman,', 'who', 'attempts', 'to', 'make', 'himself', 'human', 'in', 'order', 'to', 'get', 'closer', 'to', 'Lois,', 'realizes', 'he', 'has', 'a', 'responsibility', 'to', 'save', 'the', 'planet.']","['savingtheworld', 'dccomics', 'sequel', 'superhero', 'basedoncomicbook', 'lossofvirginity', 'criminal', 'superpowers', 'phantomzone', 'rocketfiredgrenade', 'crystalmachine', 'superhumanstrength', 'duringcreditsstinger']"
871,8046,['Drama'],9.053456,3.5,104,Gigli,"['BenAffleck', 'JenniferLopez', 'JustinBartha', 'LainieKazan', 'LennyVenito']",['MartinBrest'],"['Gigli', 'is', 'ordered', 'to', 'kidnap', 'the', 'psychologically', 'challenged', 'younger', 'brother', 'of', 'a', 'powerful', 'federal', 'prosecutor.', 'When', 'plans', 'go', 'awry,', ""Gigli's"", 'boss', 'sends', 'in', 'Ricki,', 'a', 'gorgeous', 'free-spirited', 'female', 'gangster', 'who', 'has', 'her', 'own', 'set', 'of', 'orders', 'to', 'assist', 'with', 'the', 'kidnapping.', 'But', 'Gigli', 'begins', 'falling', 'for', 'the', 'decidedly', 'unavailable', 'Ricki,', 'which', 'could', 'be', 'a', 'hazard', 'to', 'his', 'occupation.']","['newyork', 'mentallydisabled', 'kidnapping', 'blackmail', 'missionofmurder', 'lovers', 'lesbian', 'mobster']"
872,1717,"['Drama', 'Thriller']",7.768223,5.7,95,All the King's Men,"['SeanPenn', 'JudeLaw', 'KateWinslet', 'JamesGandolfini', 'PatriciaClarkson']",['StevenZaillian'],"['The', 'story', 'of', 'an', ""idealist's"", 'rise', 'to', 'power', 'in', 'the', 'world', 'of', 'Louisiana', 'politics', 'and', 'the', 'corruption', 'that', 'leads', 'to', 'his', 'ultimate', 'downfall.', 'Based', 'on', 'the1946', 'Pulitzer', 'Prize-winning', 'novel', 'written', 'by', 'Robert', 'Penn', 'Warren.']","['corruption', 'journalist', 'basedonnovel', 'blackmail', 'manipulation', 'bodyguard', 'louisiana', 'scandal', 'power', 'governor', 'politics', 'tragedy', 'mistress', 'aristocrat']"
873,479,"['Action', 'Adventure', 'Crime', 'Thriller']",19.643365,5.5,308,Shaft,"['SamuelL.Jackson', 'JeffreyWright', 'ChristianBale', 'BustaRhymes', 'DanHedaya']",['JohnSingleton'],"['New', 'York', 'police', 'detective', 'John', 'Shaft', 'arrests', 'Walter', 'Wade', 'Jr.', 'for', 'a', 'racially', 'motivated', 'slaying.', 'But', 'the', 'only', 'eyewitness', 'disappears,', 'and', 'Wade', 'jumps', 'bail', 'for', 'Switzerland.', 'Two', 'years', 'later', 'Wade', 'returns', 'to', 'face', 'trial,', 'confident', 'his', 'money', 'and', 'influence', 'will', 'get', 'him', 'acquitted', '--', 'especially', 'since', ""he's"", 'paid', 'a', 'drug', 'kingpin', 'to', 'kill', 'the', 'witness.']","['corruption', 'blackpeople', 'italo-american', 'brothersisterrelationship', 'drugdealer', 'revenge', 'murder', 'violence', 'drug', 'policeofficer', 'xenophobia']"
874,9444,"['Animation', 'Family']",45.565918,7.4,1432,Anastasia,"['MegRyan', 'JohnCusack', 'ChristopherLloyd', 'AngelaLansbury', 'HankAzaria']",['GaryGoldman'],"['This', 'animated', 'adventure', 'retells', 'the', 'story', 'of', 'the', 'lost', 'daughter', 'of', ""Russia's"", 'last', 'czar.', 'The', 'evil', 'Rasputin', 'places', 'a', 'curse', 'on', 'the', 'Romanov', 'family,', 'and', 'Anastasia', 'and', 'her', 'grandmother,', 'Empress', 'Maria,', 'get', 'separated.', 'After', 'growing', 'up', 'in', 'an', 'orphanage,', 'Anastasia', 'encounters', 'two', 'Russian', 'men', 'seeking', 'a', 'reward', 'offered', 'by', 'Empress', 'Maria', 'for', 'the', 'return', 'of', 'her', 'granddaughter.', 'The', 'trio', 'travels', 'to', 'Paris,', 'where', 'they', 'find', 'that', 'the', 'empress', 'has', 'grown', 'skeptical', 'of', 'imposters.']","['tzar', 'musical', 'russianrevolution', 'trainexplosion', 'foreignlanguageadaptation', 'explodingtrain']"
875,824,"['Drama', 'Music', 'Romance']",57.374341,7.4,1300,Moulin Rouge!,"['NicoleKidman', 'EwanMcGregor', 'JohnLeguizamo', 'JimBroadbent', 'RichardRoxburgh']",['BazLuhrmann'],"['A', 'celebration', 'of', 'love', 'and', 'creative', 'inspiration', 'takes', 'place', 'in', 'the', 'infamous,', 'gaudy', 'and', 'glamorous', 'Parisian', 'nightclub,', 'at', 'the', 'cusp', 'of', 'the', '20th', 'century.', 'A', 'young', 'poet,', 'who', 'is', 'plunged', 'into', 'the', 'heady', 'world', 'of', 'Moulin', 'Rouge,', 'begins', 'a', 'passionate', 'affair', 'with', 'the', ""club's"", 'most', 'notorious', 'and', 'beautiful', 'star.']","['duke', 'musical', ""writer'sblock"", 'music', 'terminalillness', 'writer', 'noopeningcredits', 'moulinrouge', 'bohemian', 'toulouselautrec', 'redcurtain', 'cancandance', 'latraviata', 'orpheusandeurydice', 'dancehall']"
876,11456,"['Mystery', 'Thriller', 'Crime']",8.41856,5.4,113,Domestic Disturbance,"['JohnTravolta', 'VinceVaughn', 'TeriPolo', ""MattO'Leary"", 'SteveBuscemi']",['HaroldBecker'],"['A', 'divorced', 'father', 'discovers', 'that', 'his', '12-year-old', ""son's"", 'new', 'stepfather', 'is', 'not', 'what', 'he', 'made', 'himself', 'out', 'to', 'be.']","['menace', 'adoption', 'dangerous', 'adoptivefather', 'threattodeath', 'stepfather', 'murder', 'divorce', 'ex-wife', 'child', 'murderhunt']"
877,261023,"['Crime', 'Drama']",46.049902,6.3,1242,Black Mass,"['JohnnyDepp', 'JoelEdgerton', 'BenedictCumberbatch', 'DakotaJohnson', 'KevinBacon']",['ScottCooper'],"['The', 'true', 'story', 'of', 'Whitey', 'Bulger,', 'the', 'brother', 'of', 'a', 'state', 'senator', 'and', 'the', 'most', 'infamous', 'violent', 'criminal', 'in', 'the', 'history', 'of', 'South', 'Boston,', 'who', 'became', 'an', 'FBI', 'informant', 'to', 'take', 'down', 'a', 'Mafia', 'family', 'invading', 'his', 'turf.']","['boston', 'basedontruestory', 'organizedcrime']"
878,3683,"['War', 'Drama', 'History']",23.9366,6.7,526,Flags of Our Fathers,"['RyanPhillippe', 'AdamBeach', 'JesseBradford', 'JohnBenjaminHickey', 'JohnSlattery']",['ClintEastwood'],"['There', 'were', 'five', 'Marines', 'and', 'one', 'Navy', 'Corpsman', 'photographed', 'raising', 'the', 'U.S.', 'flag', 'on', 'Mt.', 'Suribachi', 'by', 'Joe', 'Rosenthal', 'on', 'February', '23,', '1945.', 'This', 'is', 'the', 'story', 'of', 'three', 'of', 'the', 'six', 'surviving', 'servicemen', '–', 'John', ""'Doc'"", 'Bradley,', 'Pvt.', 'Rene', 'Gagnon', 'and', 'Pvt.', 'Ira', 'Hayes,', 'who', 'fought', 'in', 'the', 'battle', 'to', 'take', 'Iwo', 'Jima', 'from', 'the', 'Japanese.']","['worldwarii', 'dyinganddeath', 'pacific', 'iwojima', 'aftercreditsstinger', 'duringcreditsstinger']"
879,22803,"['Drama', 'Crime', 'Thriller']",49.593978,7.2,1486,Law Abiding Citizen,"['JamieFoxx', 'GerardButler', 'ColmMeaney', 'BruceMcGill', 'LeslieBibb']",['F.GaryGray'],"['A', 'frustrated', 'man', 'decides', 'to', 'take', 'justice', 'into', 'his', 'own', 'hands', 'after', 'a', 'plea', 'bargain', 'sets', 'one', 'of', 'his', ""family's"", 'killers', 'free.', 'He', 'targets', 'not', 'only', 'the', 'killer', 'but', 'also', 'the', 'district', 'attorney', 'and', 'others', 'involved', 'in', 'the', 'deal.']","['tattoo', 'secretpassage', 'baseballbat', 'deal', 'explosion', 'justice', 'districtattorney', 'courtroom', 'vigilantism']"
880,285923,"['Thriller', 'Action', 'Horror']",16.637642,6.8,459,Grindhouse,"['KurtRussell', 'ZoëBell', 'RosarioDawson', 'VanessaFerlito', 'SydneyTamiiaPoitier']",['RobertRodriguez'],"['Two', 'full', 'length', 'feature', 'horror', 'movies', 'written', 'by', 'Quentin', 'Tarantino', 'and', 'Robert', 'Rodriguez', 'put', 'together', 'as', 'a', 'two', 'film', 'feature.', 'Including', 'fake', 'movie', 'trailers', 'in', 'between', 'both', 'movies.']","['exploitation', 'slasher', 'zombie', 'killer']"
